experiment_id,metric,day,control_n,control_mean,control_se,treatment_n,treatment_mean,treatment_se,obs_lift,obs_lift_se,true_effect
exp_07,review_length,23,352792,50.8754946,0.07708889,379572,52.57287428,0.07679928,0.0333634,0.00217497,0.03564371
exp_07,review_length,24,374301,49.27395912,0.07248522,341576,51.06573759,0.07863727,0.0363636,0.00220709,0.03650533
exp_07,review_length,25,399630,46.81497408,0.06664971,385629,48.52523483,0.07032752,0.03653234,0.0021058,0.03733949
exp_07,review_length,26,354591,44.96494179,0.06795989,340852,46.94291347,0.07236518,0.0439892,0.00225384,0.03814706
exp_07,review_length,27,336825,45.70266068,0.07087317,381315,47.48447754,0.06920735,0.03898716,0.00221112,0.03892887
exp_07,review_length,28,345385,47.8385925,0.07326038,366151,49.83061162,0.07411543,0.04164042,0.0022237,0.03968577
exp_07,review_length,29,396686,50.24150633,0.07179294,363938,52.24413079,0.07794106,0.03985996,0.00214815,0.04041853
exp_07,review_length,30,389858,50.87783269,0.07333611,364556,52.96222782,0.07894536,0.04096863,0.00215849,0.04112793
exp_07,review_length,31,357026,49.26127636,0.07419903,399941,51.34625265,0.07307239,0.04232485,0.00215991,0.04181471
exp_07,review_length,32,383022,46.60569565,0.06777502,380852,48.72848423,0.07106361,0.04554784,0.00215331,0.0424796
exp_07,review_length,33,338859,45.22780879,0.06992598,364126,47.06352083,0.07019418,0.04058813,0.00223542,0.04312329
exp_07,review_length,34,341768,45.77941536,0.07047694,391753,47.73166473,0.06863457,0.0426447,0.00219641,0.04374645
exp_07,review_length,35,389648,47.91815133,0.06908859,335869,50.17827767,0.07792437,0.04716639,0.00221902,0.04434975
exp_07,review_length,36,374336,50.38471045,0.07411575,393104,52.51250756,0.0753792,0.04223101,0.00214212,0.04493382
exp_07,review_length,37,344454,50.80324717,0.07790554,379384,53.10932581,0.07760216,0.04539235,0.0022143,0.04549927
exp_07,review_length,38,366384,49.27360173,0.07326365,378682,51.3982642,0.07517157,0.04311969,0.00217555,0.04604668
exp_07,review_length,39,390464,46.76788304,0.06735963,350515,48.96441066,0.07443372,0.04696658,0.00219247,0.04657665
exp_07,review_length,40,350667,45.22974138,0.06874153,332531,47.49338469,0.07412412,0.05004767,0.0022875,0.04708972
exp_07,review_length,41,392037,45.6868172,0.06567043,400757,47.89753654,0.06809498,0.04838856,0.00211954,0.04758643
exp_07,review_starts,0,300026,0.21939774,0.00075553,302198,0.21165883,0.00074307,-0.03527346,0.00474423,-0.03870157
exp_07,review_starts,1,326226,0.23162096,0.00073861,295144,0.22337451,0.00076667,-0.03560321,0.00451817,-0.03135467
exp_07,review_starts,2,306678,0.23222356,0.00076248,309229,0.22674057,0.00075299,-0.02361083,0.00455976,-0.0248798
exp_07,review_starts,3,327588,0.22618537,0.00073095,316650,0.22146338,0.00073791,-0.02087666,0.0045448,-0.01917346
exp_07,review_starts,4,305106,0.21524462,0.00074406,303336,0.21120484,0.00074109,-0.01876829,0.00483318,-0.01414444
exp_07,review_starts,5,332661,0.20704459,0.00070251,332803,0.20540234,0.0007003,-0.00793183,0.00477192,-0.00971233
exp_07,review_starts,6,314282,0.2089109,0.00072516,323640,0.20833788,0.00071388,-0.00274286,0.00486412,-0.00580628
exp_07,review_starts,7,330843,0.21931583,0.00071939,357431,0.22065304,0.00069362,0.00609717,0.00457093,-0.00236386
exp_07,review_starts,8,305222,0.22972909,0.00076142,346772,0.23153166,0.0007163,0.00784651,0.00456952,0.00066996
exp_07,review_starts,9,324317,0.23170652,0.00074088,346429,0.23376951,0.00071906,0.00890347,0.00447633,0.00334369
exp_07,review_starts,10,310039,0.22631766,0.00075151,327308,0.22737423,0.00073262,0.00466854,0.00464848,0.00570006
exp_07,review_starts,11,342269,0.21513135,0.00070237,315365,0.21534455,0.00073198,0.00099102,0.00471776,0.00777674
exp_07,review_starts,12,355455,0.20685682,0.00067939,296799,0.20761479,0.0007445,0.00366425,0.00488055,0.00960693
exp_07,review_starts,13,346407,0.20935078,0.00069125,357581,0.21328094,0.00068501,0.01877308,0.00469277,0.01121989
exp_07,review_starts,14,326395,0.21942688,0.0007244,358771,0.22090077,0.00069261,0.00671698,0.00458354,0.0126414
exp_07,review_starts,15,331763,0.23071928,0.00073143,318140,0.23539063,0.00075215,0.02024691,0.00459228,0.01389419
exp_07,review_starts,16,317309,0.23328613,0.00075079,294721,0.23759349,0.00078398,0.01846389,0.00469439,0.01499827
exp_07,review_starts,17,296662,0.22597149,0.00076785,332757,0.22930676,0.00072876,0.01475972,0.00472127,0.01597131
exp_07,review_starts,18,317718,0.21511641,0.00072898,347001,0.21806863,0.000701,0.01372382,0.00473501,0.01682885
exp_07,review_starts,19,342301,0.20610367,0.00069139,329702,0.21090515,0.00071047,0.0232964,0.00486481,0.01758461
exp_07,review_starts,20,330695,0.21063074,0.00070907,316826,0.21331654,0.00072778,0.01275126,0.0048541,0.01825066
exp_07,review_starts,21,344166,0.22068388,0.0007069,301770,0.22406736,0.00075904,0.01533178,0.00473368,0.01883766
exp_07,review_starts,22,341171,0.22931843,0.00071973,312711,0.23397389,0.00075707,0.02030129,0.00459932,0.01935499
exp_07,review_starts,23,308748,0.23140665,0.00075899,308667,0.23802729,0.00076655,0.02861041,0.0047281,0.01981091
exp_07,review_starts,24,355549,0.22585199,0.00070125,350491,0.23217101,0.00071318,0.02797861,0.00448985,0.02021271
exp_07,review_starts,25,297011,0.21398009,0.00075252,312463,0.218232,0.00073892,0.01987061,0.00497884,0.02056682
exp_07,review_starts,26,348754,0.20732685,0.00068646,318590,0.21112426,0.00072303,0.01831605,0.00485077,0.02087891
exp_07,review_starts,27,322828,0.21017925,0.00071709,354864,0.21282723,0.0006871,0.01259869,0.00475632,0.02115395
exp_07,review_starts,28,301644,0.21925654,0.00075333,335240,0.22498756,0.0007212,0.02613844,0.00482178,0.02139634
exp_07,review_starts,29,304400,0.23042639,0.00076325,311294,0.23450637,0.00075939,0.01770621,0.00471428,0.02160996
exp_07,review_starts,30,332125,0.23177045,0.00073219,304104,0.23849397,0.0007728,0.02900942,0.00465672,0.02179823
exp_07,review_starts,31,351223,0.22646341,0.00070623,337500,0.23010535,0.00072451,0.01608184,0.00450284,0.02196415
exp_07,review_starts,32,352378,0.21318878,0.00068994,342703,0.21897006,0.00070643,0.02711808,0.00469356,0.02211038
exp_07,review_starts,33,348142,0.20684144,0.00068647,344255,0.21301339,0.00069783,0.02983903,0.00480247,0.02223925
exp_07,review_starts,34,331426,0.20913834,0.00070644,358515,0.21514968,0.00068629,0.02874337,0.0047795,0.02235283
exp_07,review_starts,35,354742,0.21965286,0.00069511,325696,0.22456922,0.00073121,0.02238243,0.00464217,0.02245292
exp_07,review_starts,36,312161,0.22920099,0.0007523,353260,0.23563723,0.00071404,0.02808121,0.00459263,0.02254113
exp_07,review_starts,37,328373,0.23315615,0.00073789,311367,0.23890209,0.00076418,0.0246442,0.00461063,0.02261888
exp_07,review_starts,38,297570,0.22494778,0.00076544,326754,0.22945711,0.00073559,0.02004611,0.00476875,0.02268739
exp_07,review_starts,39,310856,0.21437974,0.00073607,349560,0.21874283,0.0006992,0.02035213,0.00478655,0.02274777
exp_07,review_starts,40,352809,0.20678327,0.00068184,340163,0.21167785,0.0007004,0.02367006,0.00478185,0.02280099
exp_07,review_starts,41,334114,0.20960503,0.00070417,334624,0.21565562,0.00071098,0.02886659,0.0048428,0.02284789
exp_08,tab_usage,0,223687,2.29708577,0.0038855,207444,2.27221951,0.00399107,-0.01082514,0.00241211,-0.00792088
exp_08,tab_usage,1,208389,2.40328742,0.00421171,236226,2.38747462,0.00392975,-0.00657966,0.00238844,-0.00792088
exp_08,tab_usage,2,225080,2.43136555,0.00409989,214503,2.41196994,0.00416625,-0.00797725,0.00239468,-0.00792088
exp_08,tab_usage,3,229507,2.35837538,0.00393827,221035,2.34330031,0.00398738,-0.00639214,0.00236889,-0.00792088
exp_08,tab_usage,4,234844,2.23782071,0.00369424,218156,2.2213814,0.00380478,-0.00734613,0.00236137,-0.00792088
exp_08,tab_usage,5,225709,2.16718863,0.00364932,201714,2.14746549,0.00382515,-0.00910079,0.00242888,-0.00792088
exp_08,tab_usage,6,210625,2.19323512,0.00382314,218636,2.18127628,0.00373198,-0.0054526,0.00242918,-0.00792088
exp_08,tab_usage,7,217103,2.30543839,0.00395832,209610,2.28446192,0.00399179,-0.00909869,0.00242745,-0.00792088
exp_08,tab_usage,8,201032,2.40607832,0.00429306,227329,2.38879402,0.00400813,-0.0071836,0.00243167,-0.00792088
exp_08,tab_usage,9,199357,2.43883664,0.00436975,202199,2.42615144,0.00431637,-0.00520133,0.00251185,-0.00792088
exp_08,tab_usage,10,203077,2.3632299,0.00419532,220087,2.34109002,0.00399219,-0.00936849,0.00243853,-0.00792088
exp_08,tab_usage,11,201852,2.24442951,0.0039965,210731,2.22718937,0.00388135,-0.0076813,0.00247238,-0.00792088
exp_08,tab_usage,12,198569,2.17255589,0.00390036,213786,2.14405759,0.00370968,-0.01311741,0.00246063,-0.00792088
exp_08,tab_usage,13,206309,2.1912126,0.00385936,197862,2.17942551,0.00391968,-0.00537925,0.00250374,-0.00792088
exp_08,tab_usage,14,195105,2.29727905,0.00416073,197652,2.28572125,0.00411304,-0.00503108,0.00254025,-0.00792088
exp_08,tab_usage,15,221811,2.39606963,0.00407003,205308,2.39047511,0.00422057,-0.00233487,0.0024443,-0.00792088
exp_08,tab_usage,16,217620,2.43265053,0.00417177,229866,2.41456008,0.00402894,-0.00743652,0.00237493,-0.00792088
exp_08,tab_usage,17,235550,2.36590798,0.00389984,196736,2.34737297,0.0042338,-0.0078342,0.00242424,-0.00792088
exp_08,tab_usage,18,209799,2.24325341,0.00391802,206580,2.22585576,0.00391781,-0.00775554,0.00246041,-0.00792088
exp_08,tab_usage,19,225411,2.16083081,0.00364102,204410,2.14223174,0.00379058,-0.00860737,0.00242237,-0.00792088
exp_08,tab_usage,20,219549,2.19370677,0.00374544,204374,2.17206245,0.0038437,-0.00986655,0.00243472,-0.00792088
exp_08,tab_usage,21,202332,2.29805976,0.00408714,221020,2.28053708,0.00388071,-0.00762499,0.00244269,-0.00792088
exp_08,tab_usage,22,209376,2.40878597,0.00421138,197906,2.38393451,0.00428701,-0.01031701,0.00248222,-0.00792088
exp_08,tab_usage,23,210350,2.42789624,0.00423496,200035,2.42010364,0.00432883,-0.00320961,0.00249038,-0.00792088
exp_08,tab_usage,24,224006,2.36457951,0.00399682,223311,2.33740404,0.00395702,-0.01149273,0.00236479,-0.00792088
exp_08,tab_usage,25,221150,2.23952882,0.00380981,200786,2.21919229,0.00396203,-0.00908072,0.00244366,-0.00792088
exp_08,tab_usage,26,201904,2.16268216,0.00385044,231327,2.15092054,0.00357768,-0.00543844,0.00242324,-0.00792088
exp_08,tab_usage,27,206539,2.18611615,0.00384824,196138,2.17094426,0.00392155,-0.00694011,0.00250474,-0.00792088
exp_08,tab_usage,28,227069,2.29306688,0.00384971,228369,2.28367749,0.00382302,-0.00409468,0.00236116,-0.00792088
exp_08,tab_usage,29,218908,2.41727384,0.00413319,196373,2.38831823,0.00431163,-0.01197862,0.00245672,-0.00792088
exp_08,tab_usage,30,221769,2.43326971,0.00413361,221206,2.41121411,0.00410135,-0.00906418,0.00238219,-0.00792088
exp_08,tab_usage,31,210005,2.36193871,0.00412329,235842,2.34082122,0.00385609,-0.00894075,0.0023788,-0.00792088
exp_08,tab_usage,32,221298,2.23647582,0.00380334,197813,2.21585381,0.00398569,-0.00922076,0.00245254,-0.00792088
exp_08,tab_usage,33,208175,2.16547004,0.00379689,223836,2.15140203,0.00363787,-0.00649652,0.00242007,-0.00792088
exp_08,tab_usage,34,229327,2.18951191,0.00365771,231367,2.17409048,0.0036159,-0.00704332,0.00234071,-0.00792088
exp_08,tab_usage,35,226775,2.30719792,0.00387594,226655,2.28402605,0.00383803,-0.01004329,0.00235224,-0.00792088
exp_08,tab_usage,36,194845,2.41996636,0.00438586,202159,2.38734842,0.00424775,-0.01347868,0.00250555,-0.00792088
exp_08,tab_usage,37,234976,2.42973388,0.00400993,231144,2.41761372,0.00402287,-0.00498826,0.00233192,-0.00792088
exp_08,tab_usage,38,229291,2.36307512,0.00394797,235855,2.34716753,0.00386644,-0.00673173,0.00233043,-0.00792088
exp_08,tab_usage,39,205834,2.24243897,0.00395414,196436,2.22579216,0.00401758,-0.00742353,0.00250463,-0.00792088
exp_08,tab_usage,40,234537,2.16506915,0.00357648,204180,2.15041462,0.0038072,-0.00676862,0.00240503,-0.00792088
exp_08,tab_usage,41,212476,2.1939695,0.00380773,220675,2.17916965,0.00371112,-0.00674569,0.00241512,-0.00792088
exp_08,review_starts,0,216635,0.22074407,0.00089109,201067,0.22282635,0.00092805,0.009433,0.00585486,0.01119661
exp_08,review_starts,1,230121,0.23067681,0.00087817,225389,0.23252166,0.00088981,0.00799756,0.00544104,0.01119661
exp_08,review_starts,2,206716,0.23213584,0.00092859,220678,0.23510551,0.00090272,0.01279284,0.00561571,0.01119661
exp_08,review_starts,3,197590,0.22603222,0.00094094,211222,0.22873338,0.0009139,0.01195035,0.00583899,0.01119661
exp_08,review_starts,4,215319,0.2143011,0.0008843,214852,0.21552507,0.00088709,0.00571144,0.00586154,0.01119661
exp_08,review_starts,5,197842,0.20482644,0.00090733,203354,0.21027919,0.00090367,0.02662129,0.00633608,0.01119661
exp_08,review_starts,6,205553,0.20939008,0.00089742,224035,0.21313195,0.0008652,0.01787036,0.00600872,0.01119661
exp_08,review_starts,7,205957,0.2206433,0.00091375,221362,0.22224941,0.00088367,0.0072792,0.00578277,0.01119661
exp_08,review_starts,8,203451,0.23071727,0.00093401,203057,0.23494742,0.00094085,0.01833477,0.0057987,0.01119661
exp_08,review_starts,9,200819,0.23162971,0.00094141,214941,0.23517105,0.00091478,0.01528879,0.00571178,0.01119661
exp_08,review_starts,10,233784,0.22704184,0.00086641,205090,0.23010423,0.00092941,0.01348822,0.00563162,0.01119661
exp_08,review_starts,11,232911,0.21551231,0.00085199,238988,0.2174711,0.00084385,0.00908895,0.00558977,0.01119661
exp_08,review_starts,12,221288,0.20815488,0.00086305,224291,0.20981773,0.00085976,0.00798854,0.00587595,0.01119661
exp_08,review_starts,13,204187,0.21086531,0.00090274,236130,0.21270733,0.00084214,0.00873555,0.00588214,0.01119661
exp_08,review_starts,14,229955,0.21906091,0.00086252,229195,0.22308137,0.00086959,0.01835314,0.00564226,0.01119661
exp_08,review_starts,15,223067,0.22897807,0.00088964,231091,0.23353171,0.00088009,0.01988678,0.00552037,0.01119661
exp_08,review_starts,16,224268,0.23336351,0.00089316,211973,0.23723423,0.00092394,0.01658663,0.00555102,0.01119661
exp_08,review_starts,17,221636,0.22672039,0.00088939,236628,0.22876447,0.00086348,0.00901584,0.00549299,0.01119661
exp_08,review_starts,18,207742,0.21338477,0.00089888,237432,0.21645044,0.00084517,0.01436687,0.00582633,0.01119661
exp_08,review_starts,19,224068,0.2077177,0.00085701,207028,0.21025337,0.00089557,0.01220731,0.00600248,0.01119661
exp_08,review_starts,20,199418,0.21127735,0.00091413,232684,0.21330668,0.00084922,0.00960502,0.00593612,0.01119661
exp_08,review_starts,21,227536,0.21853136,0.00086634,221339,0.22285889,0.00088458,0.0198028,0.00572099,0.01119661
exp_08,review_starts,22,221369,0.22921199,0.00089336,214077,0.23201267,0.00091232,0.01221873,0.00560417,0.01119661
exp_08,review_starts,23,209068,0.23234308,0.00092364,225880,0.23477065,0.00089182,0.01044822,0.00555595,0.01119661
exp_08,review_starts,24,235206,0.22566811,0.00086193,226828,0.22736778,0.00088004,0.00753172,0.00547875,0.01119661
exp_08,review_starts,25,206502,0.21408987,0.00090266,229737,0.21636186,0.00085908,0.01061233,0.00585302,0.01119661
exp_08,review_starts,26,203220,0.20791635,0.00090022,223778,0.20976941,0.00086068,0.00891251,0.00601811,0.01119661
exp_08,review_starts,27,240523,0.2088341,0.00082881,201528,0.21177396,0.00091011,0.01407747,0.00593214,0.01119661
exp_08,review_starts,28,221359,0.21921179,0.00087933,235701,0.22137512,0.00085516,0.0098687,0.00562389,0.01119661
exp_08,review_starts,29,210256,0.23062244,0.00091864,209095,0.23215467,0.00092332,0.00664389,0.00566633,0.01119661
exp_08,review_starts,30,208490,0.23174259,0.00092409,205791,0.23536971,0.00093516,0.01565152,0.0057172,0.01119661
exp_08,review_starts,31,215697,0.22638664,0.00090108,222775,0.22827157,0.00088925,0.00832616,0.00561578,0.01119661
exp_08,review_starts,32,231317,0.21475132,0.00085382,210713,0.21563491,0.00089593,0.00411447,0.00577433,0.01119661
exp_08,review_starts,33,207412,0.2075402,0.00089048,219082,0.20932364,0.00086917,0.00859321,0.00602215,0.01119661
exp_08,review_starts,34,227546,0.20800828,0.00085088,237468,0.2125469,0.00083953,0.0218194,0.0058104,0.01119661
exp_08,review_starts,35,220521,0.221095,0.0008837,204457,0.22183523,0.00091886,0.00334805,0.00577535,0.01119661
exp_08,review_starts,36,231594,0.23044231,0.00087506,211378,0.2324072,0.00091867,0.00852662,0.00552803,0.01119661
exp_08,review_starts,37,238803,0.23120339,0.00086275,204043,0.23616069,0.00094025,0.02144131,0.00557374,0.01119661
exp_08,review_starts,38,203975,0.22574693,0.00092569,220650,0.22974495,0.00089555,0.01771017,0.00575784,0.01119661
exp_08,review_starts,39,238266,0.21366713,0.00083973,217699,0.21589294,0.00088182,0.01041723,0.00572728,0.01119661
exp_08,review_starts,40,219648,0.20689031,0.00086432,222724,0.209803,0.00086276,0.01407845,0.00594455,0.01119661
exp_08,review_starts,41,213483,0.20942755,0.00088066,235615,0.21171738,0.00084162,0.01093374,0.00584988,0.01119661
exp_08,review_completions,0,334178,0.14055818,0.00060124,326358,0.14099415,0.00060919,0.00310164,0.00609876,0.00832146
exp_08,review_completions,1,338447,0.14672866,0.00060821,304467,0.14774318,0.00064309,0.00691423,0.00605226,0.00832146
exp_08,review_completions,2,293157,0.14869888,0.00065712,280945,0.15010322,0.00067386,0.00944417,0.0063589,0.00832146
exp_08,review_completions,3,309656,0.14452783,0.00063189,324363,0.14492804,0.0006181,0.00276906,0.00612465,0.00832146
exp_08,review_completions,4,301151,0.13645321,0.00062552,337233,0.13898387,0.00059569,0.01854595,0.00639212,0.00832146
exp_08,review_completions,5,322200,0.13189588,0.00059613,338598,0.13258526,0.0005828,0.0052267,0.00633766,0.00832146
exp_08,review_completions,6,306972,0.13434946,0.00061552,314676,0.13512024,0.00060941,0.00573716,0.00646578,0.00832146
exp_08,review_completions,7,318843,0.13931531,0.00061324,288978,0.14212063,0.00064955,0.02013649,0.00647321,0.00832146
exp_08,review_completions,8,285518,0.14588636,0.00066062,324443,0.14869747,0.00062463,0.01926913,0.00629568,0.00832146
exp_08,review_completions,9,339726,0.14793789,0.00060913,309986,0.15039316,0.00064203,0.01659661,0.00602952,0.00832146
exp_08,review_completions,10,326445,0.14374671,0.00061404,298009,0.14560896,0.00064611,0.01295508,0.00623908,0.00832146
exp_08,review_completions,11,279513,0.13530277,0.00064697,319864,0.13807524,0.00060997,0.0204908,0.00664339,0.00832146
